IATA,ICAO,NAME,COUNTRY,ELEVATION,LATITUDE,LONGITUDE,WIKIPEDIA
AJL,VELP,Lengpui Airport,IN,0 feet,"23° 50' 26.16"" N","92° 37' 10.91"" E",https://en.wikipedia.org/wiki/Lengpui_Airport
AJN,FMCV,Ouani Airport,KM,62 feet,"12° 7' 54.12"" S","44° 25' 49.09"" E",https://en.wikipedia.org/wiki/Ouani_Airport
AJR,ESNX,Arvidsjaur Airport,SE,"1,448 feet","65° 35' 25.09"" N","19° 16' 54.84"" E",https://en.wikipedia.org/wiki/Arvidsjaur_Airport
AJU,SBAR,Santa Maria Airport,BR,23 feet,"10° 59' 2.40"" S","37° 4' 13.08"" W",https://en.wikipedia.org/wiki/Santa_Maria_Airport_(Sergipe)
AJY,DRZA,Mano Dayak International Airport,NE,"1,657 feet","16° 57' 57.60"" N","8° 0' 0.39"" E",https://en.wikipedia.org/wiki/Mano_Dayak_International_Airport
AKA,ZLAK,Ankang Airport,CN,56 feet,"32° 42' 29.16"" N","108° 55' 51.60"" E",https://en.wikipedia.org/wiki/Ankang_Wulipu_Airport
AKB,PAAK,Atka Airport,US,57 feet,"52° 13' 14.11"" N","174° 12' 22.26"" W",https://en.wikipedia.org/wiki/Atka_Airport
AKC,KAKR,Akron Fulton International Airport,US,"1,067 feet","41° 2' 14.99"" N","81° 28' 0.85"" W",https://en.wikipedia.org/wiki/Akron_Fulton_Executive_Airport
AKD,VAAK,Akola Airport,IN,999 feet,"20° 41' 56.40"" N","77° 3' 30.96"" E",https://en.wikipedia.org/wiki/Akola_Airport
AKE,FOGA,Akieni Airport,GA,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Akieni_Airport
AKF,HLKF,Kufra Airport,LY,"1,367 feet","24° 10' 43.32"" N","23° 18' 50.40"" E",https://en.wikipedia.org/wiki/Kufra_Airport
AKH,OEPS,Prince Sultan Air Base,SA,0 feet,"24° 3' 45.72"" N","47° 34' 49.81"" E",
AKI,PFAK,Akiak Airport,US,0 feet,"60° 54' 10.44"" N","161° 13' 51.61"" W",https://en.wikipedia.org/wiki/Akiak_Airport
AKJ,RJEC,Asahikawa Airport,JP,721 feet,"43° 40' 14.88"" N","142° 26' 49.22"" E",http://www.aapb.co.jp
AKK,PAKH,Akhiok Airport,US,44 feet,"56° 56' 19.33"" N","154° 10' 58.80"" W",https://en.wikipedia.org/wiki/Akhiok_Airport
AKL,NZAA,Auckland Airport,NZ,23 feet,"37° 0' 29.15"" S","174° 47' 31.23"" E",https://www.aucklandairport.co.nz/
AKN,PAKN,King Salmon Airport,US,73 feet,"58° 40' 36.48"" N","156° 38' 56.41"" W",https://en.wikipedia.org/wiki/King_Salmon_Airport
AKO,KAKO,Colorado Plains Regional Airport,US,"4,714 feet","40° 10' 32.28"" N","103° 13' 19.30"" W",https://en.wikipedia.org/wiki/Colorado_Plains_Regional_Airport
AKP,PAKP,Anaktuvuk Pass Airport,US,"2,102 feet","68° 8' 0.95"" N","151° 44' 34.79"" W",https://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport
AKQ,WIAG,Gunung Batin Airport,ID,0 feet,"4° 29' 21.98"" S","105° 13' 1.21"" E",
AKR,DNAK,Akure Airport,NG,"1,067 feet","7° 14' 48.26"" N","5° 18' 3.64"" E",https://en.wikipedia.org/wiki/Akure_Airport
AKS,AGGA,Gwaunaru'u Airport,SB,0 feet,"8° 42' 9.25"" S","160° 40' 55.22"" E",https://en.wikipedia.org/wiki/Auki_Gwaunaru'u_Airport
AKT,LCRA,RAF Akrotiri,CY,76 feet,"34° 35' 25.50"" N","32° 59' 16.30"" E",https://en.wikipedia.org/wiki/RAF_Akrotiri
AKU,ZWAK,Aksu Airport,CN,0 feet,"41° 15' 45.00"" N","80° 17' 30.13"" E",https://en.wikipedia.org/wiki/Aksu_Onsu_Airport
AKV,CYKO,Akulivik Airport,CA,75 feet,"60° 49' 6.96"" N","78° 8' 54.95"" W",https://en.wikipedia.org/wiki/Akulivik_Airport
AKW,PAKW,Klawock Airport,US,0 feet,"55° 34' 45.12"" N","133° 4' 33.61"" W",https://en.wikipedia.org/wiki/Klawock_Airport
AKX,UATT,Aqtobe Airport,KZ,738 feet,"50° 14' 44.88"" N","57° 12' 24.12"" E",https://en.wikipedia.org/wiki/Aktobe_International_Airport
AKY,VYSW,Sittwe Airport,MM,27 feet,"20° 7' 57.72"" N","92° 52' 21.35"" E",https://en.wikipedia.org/wiki/Sittwe_Airport
ALA,UAAA,Almaty International Airport,KZ,"2,234 feet","43° 21' 7.56"" N","77° 2' 25.79"" E",https://alaport.com
ALB,KALB,Albany International Airport,US,285 feet,"42° 44' 53.76"" N","73° 48' 6.09"" W",http://www.albanyairport.com
ALC,LEAL,El Altet Airport,ES,142 feet,"38° 16' 55.92"" N","0° 33' 29.36"" W",https://en.wikipedia.org/wiki/Alicante–Elche_Miguel_Hernández_Airport
ALD,SPAR,Alerta Airport,PE,0 feet,"11° 40' 58.80"" S","69° 19' 58.80"" W",https://en.wikipedia.org/wiki/Alerta_Airport
ALE,KE38,Alpine Casparis Municipal Airport,US,0 feet,"30° 23' 3.12"" N","103° 41' 2.39"" W",
ALF,ENAT,Alta Airport,NO,9 feet,"69° 58' 33.95"" N","23° 22' 18.12"" E",https://en.wikipedia.org/wiki/Alta_Airport
ALG,DAAG,Houari Boumedienne Airport,DZ,82 feet,"36° 41' 27.61"" N","3° 12' 55.48"" E",https://en.wikipedia.org/wiki/Houari_Boumediene_Airport
ALH,YABA,Albany Airport,AU,233 feet,"34° 56' 35.87"" S","117° 48' 32.39"" E",https://en.wikipedia.org/wiki/Albany_Airport_(Western_Australia)
ALI,KALI,Alice International Airport,US,178 feet,"27° 44' 27.20"" N","98° 1' 37.00"" W",https://en.wikipedia.org/wiki/Alice_International_Airport
ALJ,FAAB,Kortdoorn Airport,ZA,98 feet,"28° 34' 30.00"" S","16° 31' 59.88"" E",https://en.wikipedia.org/wiki/Alexander_Bay_Airport
ALL,LIMG,Albenga Airport,IT,148 feet,"44° 3' 2.15"" N","8° 7' 38.75"" E",https://en.wikipedia.org/wiki/Riviera_Airport
ALM,KALM,Alamogordo-White Sands Regional Airport,US,"4,200 feet","32° 50' 23.80"" N","105° 59' 26.10"" W",http://ci.alamogordo.nm.us/coa/publicworks/Airport.htm
ALN,KALN,St. Louis Regional Airport,US,544 feet,"38° 53' 25.05"" N","90° 2' 45.76"" W",https://en.wikipedia.org/wiki/St._Louis_Regional_Airport
ALO,KALO,Waterloo Regional Airport,US,873 feet,"42° 33' 25.49"" N","92° 24' 1.24"" W",https://en.wikipedia.org/wiki/Waterloo_Regional_Airport
ALP,OSAP,Aleppo International Airport (Nejrab Airport),SY,"1,276 feet","36° 10' 50.51"" N","37° 13' 27.84"" E",https://en.wikipedia.org/wiki/Aleppo_International_Airport
ALQ,SSLT,Alegrete Federal Airport,BR,0 feet,"29° 48' 45.72"" S","55° 53' 36.23"" W",https://en.wikipedia.org/wiki/Alegrete_Airport
ALR,NZLX,Alexandra Airport,NZ,752 feet,"45° 12' 42.12"" S","169° 22' 22.80"" E",https://en.wikipedia.org/wiki/Alexandra_Aerodrome
ALS,KALS,San Luis Valley Regional Airport,US,"7,539 feet","37° 26' 5.70"" N","105° 51' 59.60"" W",https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport
ALU,HCMA,Alula Airport,SO,0 feet,"11° 57' 29.52"" N","50° 44' 52.80"" E",https://en.wikipedia.org/wiki/Alula_Airport
ALW,KALW,Walla Walla Regional Airport,US,"1,194 feet","46° 5' 41.61"" N","118° 17' 16.35"" W",https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport
ALX,ADDE,Thomas C Russell Field,US,0 feet,"32° 54' 52.92"" N","85° 57' 46.79"" W",
ALX,KALX,Thomas C. Russell Field,US,686 feet,"32° 54' 53.08"" N","85° 57' 46.64"" W",https://en.wikipedia.org/wiki/Thomas_C._Russell_Field
ALY,HEAX,El Nouzha Airport (Alexandria International Airport),EG,-6 feet,"31° 11' 2.04"" N","29° 56' 56.04"" E",https://en.wikipedia.org/wiki/El_Nouzha_Airport
AMA,KAMA,Rick Husband Amarillo International Airport,US,"3,607 feet","35° 13' 9.73"" N","101° 42' 21.35"" W",http://www.ci.amarillo.tx.us/departments/airport.htm
AMB,FMNE,Ambilobe Airport,MG,72 feet,"13° 11' 18.24"" S","48° 59' 16.80"" E",
AMC,FTTN,Am Timan Airport,TD,0 feet,"11° 2' 2.40"" N","20° 16' 26.40"" E",https://en.wikipedia.org/wiki/Am_Timan_Airport
AMD,VAAH,Sardar Vallabhbhai Patel International Airport,IN,189 feet,"23° 4' 37.92"" N","72° 38' 4.91"" E",https://ahmedabad.adaniairports.com
AMH,HAAM,Arba Minch Airport,ET,"3,901 feet","6° 2' 21.80"" N","37° 35' 25.80"" E",https://en.wikipedia.org/wiki/Arba_Minch_Airport
AMI,WADA,Selaparang Airport,ID,52 feet,"8° 33' 38.56"" S","116° 5' 42.00"" E",https://en.wikipedia.org/wiki/Selaparang_Airport
AMJ,SNAR,Almenara Airport,BR,640 feet,"16° 9' 57.47"" S","40° 41' 3.97"" W",
AMK,K00C,Animas Air Park,US,0 feet,"37° 12' 11.52"" N","107° 52' 8.41"" W",
AMM,OJAI,Queen Alia International Airport,JO,"2,395 feet","31° 43' 21.36"" N","35° 59' 35.51"" E",https://en.wikipedia.org/wiki/Queen_Alia_International_Airport
AMN,KAMN,Gratiot Community Airport,US,754 feet,"43° 19' 19.71"" N","84° 41' 16.62"" W",https://en.wikipedia.org/wiki/Gratiot_Community_Airport
AMO,FTTU,Mao Airport,TD,"1,073 feet","14° 8' 47.32"" N","15° 18' 55.04"" E",https://en.wikipedia.org/wiki/Mao_Airport
AMP,FMSY,Ampanihy Airport,MG,0 feet,"24° 41' 58.92"" S","44° 44' 3.12"" E",https://en.wikipedia.org/wiki/Ampanihy_Airport
AMQ,WAPP,Pattimura Airport,ID,33 feet,"3° 42' 36.94"" S","128° 5' 20.42"" E",https://en.wikipedia.org/wiki/Pattimura_International_Airport
AMS,EHAM,Amsterdam Airport Schiphol,NL,-11 feet,"52° 18' 30.96"" N","4° 45' 50.00"" E",https://www.schiphol.nl
AMT,YAMT,Amata Airport,AU,896 feet,"26° 6' 29.88"" S","131° 12' 25.20"" E",https://en.wikipedia.org/wiki/Amata_Airport
AMV,ULDD,Amderma Airport,RU,0 feet,"69° 45' 47.87"" N","61° 33' 23.04"" E",https://en.wikipedia.org/wiki/Amderma_Airport
AMW,KAMW,Ames Municipal Airport,US,955 feet,"41° 59' 31.36"" N","93° 37' 18.56"" W",https://en.wikipedia.org/wiki/Ames_Municipal_Airport
AMX,YAMM,Ammaroo Airport,AU,0 feet,"21° 44' 17.88"" S","135° 14' 31.22"" E",
AMZ,NZAR,Ardmore Airport,NZ,111 feet,"37° 1' 46.92"" S","174° 58' 22.83"" E",https://en.wikipedia.org/wiki/Ardmore_Airport_(New_Zealand)
ANB,KANB,Anniston Metropolitan Airport,US,612 feet,"33° 35' 17.40"" N","85° 51' 29.20"" W",https://en.wikipedia.org/wiki/Anniston_Regional_Airport
ANC,PANC,Ted Stevens Anchorage International Airport,US,152 feet,"61° 10' 27.84"" N","149° 59' 45.61"" W",http://www.dot.state.ak.us/anc/
AND,KAND,Anderson Regional Airport,US,782 feet,"34° 29' 40.50"" N","82° 42' 33.80"" W",https://en.wikipedia.org/wiki/Anderson_Regional_Airport
ANE,LFJR,Angers-Loire Airport,FR,0 feet,"47° 33' 37.08"" N","0° 18' 44.00"" W",https://en.wikipedia.org/wiki/Angers_–_Loire_Airport
ANE,LFRA,Angers - Avrillé Aerodrome (Angers-Marcé Airport),FR,0 feet,"47° 29' 57.12"" N","0° 34' 22.00"" W","https://en.wikipedia.org/wiki/Avrillé,_Maine-et-Loire"
ANF,SCFA,Cerro Moreno International Airport,CL,455 feet,"23° 26' 40.20"" S","70° 26' 42.36"" W",https://en.wikipedia.org/wiki/Cerro_Moreno_International_Airport
ANG,LFBU,Angoulême - Brie - Champniers Airport,FR,20 feet,"45° 43' 45.11"" N","0° 13' 17.24"" E",https://en.wikipedia.org/wiki/Angoulême_–_Cognac_International_Airport
ANI,PANI,Aniak Airport,US,88 feet,"61° 34' 53.76"" N","159° 32' 34.80"" W",https://en.wikipedia.org/wiki/Aniak_Airport
ANJ,FCBZ,Zanaga Airport,CG,716 feet,"2° 50' 60.00"" S","13° 49' 1.20"" E",https://en.wikipedia.org/wiki/Zanaga_Airport
ANK,LTAD,Etismegut Airport,TR,"7,523 feet","39° 56' 59.27"" N","32° 41' 18.96"" E",https://en.wikipedia.org/wiki/Etimesgut_Air_Base
ANM,FMNH,Antsirabato Airport,MG,20 feet,"14° 59' 57.84"" S","50° 19' 12.73"" E",https://en.wikipedia.org/wiki/Antsirabato_Airport
ANN,PANT,Annette Island Airport,US,119 feet,"55° 2' 32.64"" N","131° 34' 19.22"" W",https://en.wikipedia.org/wiki/Annette_Island_Airport
ANO,FQAG,Angoche Airport,MZ,0 feet,"16° 10' 54.73"" S","39° 56' 42.78"" E",https://en.wikipedia.org/wiki/Angoche_Airport
ANP,KANP,Lee Airport,US,34 feet,"38° 56' 34.36"" N","76° 34' 6.24"" W",https://en.wikipedia.org/wiki/Lee_Airport
ANQ,KANQ,Tri-State Steuben County Airport,US,995 feet,"41° 38' 22.91"" N","85° 5' 0.57"" W",https://en.wikipedia.org/wiki/Tri-State_Steuben_County_Airport
ANR,EBAW,Antwerp International Airport,BE,39 feet,"51° 11' 21.84"" N","4° 27' 37.01"" E",https://en.wikipedia.org/wiki/Antwerp_International_Airport
ANS,SPHY,Andahuaylas Airport,PE,"11,300 feet","13° 42' 23.04"" S","73° 21' 1.45"" W",https://en.wikipedia.org/wiki/Andahuaylas_Airport
ANU,TAPA,V.C. Bird International Airport,AG,62 feet,"17° 8' 12.12"" N","61° 47' 33.73"" W",https://en.wikipedia.org/wiki/V._C._Bird_International_Airport
ANV,PANV,Anvik Airport,US,309 feet,"62° 38' 48.13"" N","160° 11' 27.58"" W",https://en.wikipedia.org/wiki/Anvik_Airport
ANW,KANW,Ainsworth Municipal Airport,US,"2,589 feet","42° 34' 45.22"" N","99° 59' 34.68"" W",https://en.wikipedia.org/wiki/Ainsworth_Regional_Airport
ANX,ENAN,"Andøya Airport, Andenes",NO,43 feet,"69° 17' 33.01"" N","16° 8' 39.12"" E","https://en.wikipedia.org/wiki/Andøya_Airport,_Andenes"
ANY,KANY,Anthony Municipal Airport,US,"1,340 feet","37° 9' 30.68"" N","98° 4' 46.73"" W",https://en.wikipedia.org/wiki/Anthony_Municipal_Airport
AOC,EDAC,Leipzig-Altenburg Airport,DE,"5,332 feet","50° 58' 55.00"" N","12° 30' 23.00"" E",https://en.wikipedia.org/wiki/Leipzig-Altenburg_Airport
AOE,LTBY,Anadolu Airport,TR,"2,588 feet","39° 48' 35.63"" N","30° 31' 9.84"" E",https://en.wikipedia.org/wiki/Hasan_Polatkan_Airport
AOG,ZYAS,Anshan Airport,CN,0 feet,"41° 6' 19.08"" N","122° 51' 14.39"" E",https://en.wikipedia.org/wiki/Anshan_Teng'ao_Airport
AOH,KAOH,Lima Allen County Airport,US,975 feet,"40° 42' 25.00"" N","84° 1' 36.00"" W",https://en.wikipedia.org/wiki/Lima_Allen_County_Airport
AOI,LIPY,Falconara Airport,IT,49 feet,"43° 36' 58.68"" N","13° 21' 44.28"" E",https://en.wikipedia.org/wiki/Falconara_Airbase
AOJ,RJSA,Aomori Airport,JP,664 feet,"40° 44' 4.92"" N","140° 41' 27.58"" E",https://en.wikipedia.org/wiki/Aomori_Airport
AOK,LGKP,Karpathos Airport,GR,66 feet,"35° 25' 17.03"" N","27° 8' 45.60"" E",https://en.wikipedia.org/wiki/Karpathos_Island_National_Airport
AOL,SARL,Paso de los Libres Airport,AR,230 feet,"29° 41' 21.84"" S","57° 9' 7.56"" W",https://en.wikipedia.org/wiki/Paso_de_los_Libres_Airport
AOO,KAOO,Altoona-Blair County Airport,US,"1,504 feet","40° 17' 46.94"" N","78° 19' 12.08"" W",https://en.wikipedia.org/wiki/Altoona–Blair_County_Airport
AOR,WMKA,Sultan Abdul Halim Airport,MY,15 feet,"6° 11' 22.81"" N","100° 23' 52.81"" E",https://en.wikipedia.org/wiki/Sultan_Abdul_Halim_Airport
AOT,LIMW,Corrado Gex Airport,IT,"1,791 feet","45° 44' 18.60"" N","7° 22' 7.39"" E",https://en.wikipedia.org/wiki/Aosta_Valley_Airport
AOU,VLAP,Attopeu Airport,LA,0 feet,"14° 48' 52.98"" N","106° 49' 18.12"" E",https://en.wikipedia.org/wiki/Attapeu_International_Airport
AOY,OIBI,Asaloyeh Airport,IR,0 feet,"27° 28' 53.04"" N","52° 36' 55.81"" E",https://en.wikipedia.org/wiki/Asalouyeh_Airport
APA,KAPA,Centennial Airport,US,"5,885 feet","39° 34' 12.40"" N","104° 50' 57.50"" W",http://www.centennialairport.com
APB,SLAP,Apolo Airport,BO,0 feet,"14° 44' 8.16"" S","68° 24' 42.85"" W",https://en.wikipedia.org/wiki/Apolo_Airport
APC,KAPC,Napa County Airport,US,35 feet,"38° 12' 47.50"" N","122° 16' 50.50"" W",https://en.wikipedia.org/wiki/Napa_County_Airport
APE,SPAO,San Juan Aposento Airport,PE,0 feet,"15° 21' 14.04"" S","75° 10' 1.56"" W",
APF,KAPF,Naples Municipal Airport,US,8 feet,"26° 9' 8.23"" N","81° 46' 32.85"" W",https://en.wikipedia.org/wiki/Naples_Airport
APG,KAPG,Phillips Army Airfield,US,57 feet,"39° 27' 58.39"" N","76° 10' 7.71"" W",https://en.wikipedia.org/wiki/Phillips_Army_Airfield
APH,KAPH,A.P. Hill Army Airfield,US,220 feet,"38° 4' 7.80"" N","77° 19' 6.00"" W",https://en.wikipedia.org/wiki/A.P._Hill_Army_Airfield
API,SKAP,Gomez Nino-Apiay Airport,CO,"1,207 feet","4° 4' 33.85"" N","73° 33' 45.72"" W",https://en.wikipedia.org/wiki/Gomez_Nino-Apiay_Airport
APK,NTGD,Apataki Airport,PF,0 feet,"15° 34' 24.96"" S","146° 24' 53.98"" W",https://en.wikipedia.org/wiki/Apataki_Airport
APL,FQNP,Nampula Airport,MZ,"1,444 feet","15° 6' 20.16"" S","39° 16' 54.48"" E",https://en.wikipedia.org/wiki/Nampula_Airport
APN,KAPN,Alpena County Regional Airport,US,689 feet,"45° 4' 41.04"" N","83° 33' 37.03"" W",https://en.wikipedia.org/wiki/Alpena_County_Regional_Airport
APO,SKLC,Antonio Roldán Betancourt Airport,CO,0 feet,"7° 48' 43.06"" N","76° 42' 59.04"" W",https://en.wikipedia.org/wiki/Antonio_Roldán_Betancourt_Airport
APQ,SNAL,Arapiraca Airport,BR,886 feet,"9° 46' 31.29"" S","36° 37' 45.12"" W",
APS,SBAN,Base Aérea Airport,BR,0 feet,"16° 13' 45.12"" S","48° 57' 51.47"" W",
APS,SWNS,Anápolis Airport,BR,"3,642 feet","16° 21' 44.41"" S","48° 55' 37.39"" W",
APT,KAPT,Marion County Airport (Brown Field),US,641 feet,"35° 3' 38.44"" N","85° 35' 7.14"" W",https://en.wikipedia.org/wiki/Marion_County_Airport_(Tennessee)
APU,SSAP,Apucarana Airport,BR,"2,641 feet","23° 36' 34.24"" S","51° 23' 4.15"" W",https://en.wikipedia.org/wiki/Apucarana_Airport
APV,KAPV,Apple Valley Airport,US,"3,062 feet","34° 34' 31.20"" N","117° 11' 10.30"" W",https://en.wikipedia.org/wiki/Apple_Valley_Airport_(California)
APW,NSFA,Faleolo International Airport,WS,58 feet,"13° 49' 48.00"" S","172° 0' 28.78"" W",https://en.wikipedia.org/wiki/Faleolo_International_Airport
APX,SSOG,Arapongas Airport,BR,"2,599 feet","23° 21' 10.28"" S","51° 29' 29.96"" W",https://en.wikipedia.org/wiki/Arapongas_Airport
APY,SNAI,Parnaíba-Prefeito Dr. João Silva Filho International Airport,BR,422 feet,"9° 5' 1.00"" S","45° 57' 2.01"" W",
APY,SKAP,Gomez Nino Apiay Air Base,CO,"1,207 feet","4° 4' 33.85"" N","73° 33' 45.72"" W",https://en.wikipedia.org/wiki/Gomez_Nino-Apiay_Airport
APZ,SAHZ,Zapala Airport,AR,"3,330 feet","38° 58' 31.79"" S","70° 6' 48.97"" W",https://en.wikipedia.org/wiki/Zapala_Airport
AQA,SBAQ,Araraquara Airport,BR,"2,334 feet","21° 48' 43.20"" S","48° 7' 58.80"" W",https://en.wikipedia.org/wiki/Araraquara_Airport
AQB,MGQC,Quiché Airport,GT,0 feet,"15° 0' 43.92"" N","91° 9' 2.15"" W",https://en.wikipedia.org/wiki/Quiché_Airport
AQG,ZSAQ,Anqing Airport,CN,0 feet,"30° 34' 55.92"" N","117° 3' 0.01"" E",https://en.wikipedia.org/wiki/Anqing_Tianzhushan_Airport
AQI,OEPA,Qaisumah Domestic Airport,SA,"1,174 feet","28° 20' 6.72"" N","46° 7' 30.36"" E",https://en.wikipedia.org/wiki/Al_Qaisumah/Hafr_Al_Batin_Airport
AQJ,OJAQ,King Hussein International Airport,JO,175 feet,"29° 36' 41.76"" N","35° 1' 5.16"" E",https://en.wikipedia.org/wiki/King_Hussein_International_Airport
AQM,SWNI,Nova Vida Airport,BR,0 feet,"10° 10' 41.00"" S","62° 49' 32.01"" W",
AQP,SPQU,Rodriguez Ballon International Airport,PE,"1,020 feet","16° 20' 27.96"" S","71° 34' 59.16"" W",https://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport
AQT,PAQT,Nuiqsut Airport,US,0 feet,"70° 12' 36.00"" N","151° 0' 21.59"" W",https://en.wikipedia.org/wiki/Nuiqsut_Airport
AQY,AQY,Girdwood Airport,US,0 feet,"60° 57' 57.96"" N","149° 7' 33.63"" W",
ARA,KARA,Acadiana Regional Airport,US,24 feet,"30° 2' 15.93"" N","91° 53' 2.03"" W",http://www.flyiberiaparish.com
ARB,KARB,Ann Arbor Municipal Airport,US,839 feet,"42° 13' 22.74"" N","83° 44' 44.19"" W",https://en.wikipedia.org/wiki/Ann_Arbor_Municipal_Airport
ARC,PARC,Arctic Village Airport,US,"2,092 feet","68° 6' 52.92"" N","145° 34' 44.38"" W",https://en.wikipedia.org/wiki/Arctic_Village_Airport
ARD,WATM,Alor Island Airport,ID,10 feet,"8° 7' 56.43"" S","124° 35' 49.20"" E",https://en.wikipedia.org/wiki/Alor_Island_Airport
ARE,TJAB,Antonio (Nery) Juarbe Pol Airport,PR,23 feet,"18° 27' 0.00"" N","66° 40' 31.08"" W",https://en.wikipedia.org/wiki/Antonio_(Nery)_Juarbe_Pol_Airport
ARG,KARG,Walnut Ridge Regional Airport,US,279 feet,"36° 7' 28.80"" N","90° 55' 30.40"" W",https://en.wikipedia.org/wiki/Walnut_Ridge_Regional_Airport
ARH,ULAA,Talagi Airport,RU,62 feet,"64° 36' 1.09"" N","40° 43' 0.13"" E",https://en.wikipedia.org/wiki/Talagi_Airport
ARI,SCAR,Chacalluta International Airport,CL,167 feet,"18° 20' 54.60"" S","70° 20' 19.32"" W",https://en.wikipedia.org/wiki/Chacalluta_International_Airport
ARJ,WAJA,Arso Airport,ID,0 feet,"2° 55' 60.00"" S","140° 47' 0.03"" E",https://en.wikipedia.org/wiki/Arso_Airport
ARK,HTAR,Arusha Airport,TZ,"4,550 feet","3° 22' 4.04"" S","36° 37' 59.88"" E",https://en.wikipedia.org/wiki/Arusha_Airport
ARL,DFER,Arly Airport,BF,0 feet,"11° 35' 49.20"" N","1° 28' 58.80"" E",
ARM,YARM,Armidale Airport,AU,100 feet,"30° 31' 41.16"" S","151° 37' 1.22"" E",https://en.wikipedia.org/wiki/Armidale_Airport
ARN,ESSA,Stockholm-Arlanda Airport,SE,137 feet,"59° 39' 6.84"" N","17° 55' 6.96"" E",https://en.wikipedia.org/wiki/Stockholm_Arlanda_Airport
ARR,SAVR,Alto Río Senguer Airport,AR,712 feet,"45° 0' 48.96"" S","70° 48' 43.93"" W",https://en.wikipedia.org/wiki/Alto_Río_Senguer_Airport
ARS,SJXC,Usina Santa Cruz Airport,BR,0 feet,"16° 10' 59.00"" S","39° 21' 29.00"" W",
ARS,SWEC,Aragarças Airport,BR,"1,017 feet","15° 53' 48.24"" S","52° 5' 44.03"" W",
ART,KART,Watertown International Airport,US,325 feet,"43° 59' 30.92"" N","76° 1' 18.26"" W",https://en.wikipedia.org/wiki/Watertown_International_Airport
ARU,SBAU,Araçatuba Airport,BR,"1,361 feet","21° 8' 28.68"" S","50° 25' 28.93"" W",https://en.wikipedia.org/wiki/Araçatuba_Airport
ARV,KARV,Lakeland Airport (Noble F. Lee Memorial Field),US,"1,629 feet","45° 55' 40.50"" N","89° 43' 51.40"" W",https://en.wikipedia.org/wiki/Lakeland_Airport
ARW,LRAR,Arad International Airport,RO,10 feet,"46° 10' 35.77"" N","21° 15' 43.20"" E",https://en.wikipedia.org/wiki/Arad_International_Airport
ARY,YARA,Ararat Airport,AU,"1,008 feet","37° 18' 33.84"" S","142° 59' 20.39"" E",https://en.wikipedia.org/wiki/Ararat_Airport
ARZ,FNZE,N'Zeto Airport,AO,0 feet,"7° 15' 33.98"" S","12° 51' 47.16"" E",https://en.wikipedia.org/wiki/N'zeto_Airport
ASA,HHSB,Assab International Airport,ER,46 feet,"13° 4' 18.48"" N","42° 38' 42.00"" E",https://en.wikipedia.org/wiki/Assab_International_Airport
ASB,UTAA,Ashgabat Airport,TM,692 feet,"37° 59' 12.48"" N","58° 21' 39.60"" E",https://en.wikipedia.org/wiki/Ashgabat_International_Airport
ASC,SLAS,Ascención de Guarayos Airport,BO,0 feet,"15° 55' 49.08"" S","63° 9' 24.12"" W",https://en.wikipedia.org/wiki/Ascencion_de_Guarayos_Airport
ASD,MYAF,Andros Town International Airport,BS,29 feet,"24° 41' 52.44"" N","77° 47' 44.16"" W",https://en.wikipedia.org/wiki/Andros_Town_International_Airport
ASE,KASE,Aspen/Pitkin County Airport,US,"7,820 feet","39° 13' 23.40"" N","106° 52' 7.90"" W",https://www.aspenairport.com
ASF,URWA,Narimanovo Airport,RU,-65 feet,"46° 16' 59.87"" N","48° 0' 22.69"" E",https://en.wikipedia.org/wiki/Narimanovo_Airport
ASG,NZAS,Ashburton Airport,NZ,"1,353 feet","43° 54' 11.88"" S","171° 47' 49.19"" E",https://en.wikipedia.org/wiki/Ashburton_Aerodrome
ASH,KASH,Boire Field,US,199 feet,"42° 46' 54.30"" N","71° 30' 53.20"" W",https://en.wikipedia.org/wiki/Nashua_Airport
ASI,FHAW,Wideawake Field,SH,278 feet,"7° 58' 10.56"" S","14° 23' 37.32"" W",https://en.wikipedia.org/wiki/RAF_Ascension_Island
